"Inicio","Final","Descripcion","Lectivo","Tipo","Formato"
"2025-01-28","2025-01-28","Fiesta Santo Tomás de Aquino","FALSE","ETSIDI","fiesta"
"2025-01-29","2025-02-04","Desmatriculación (asignaturas del 2º semestre max. 12 ECTS)","TRUE","ETSIDI","matricula"
"2025-01-31","2025-01-31","Welcome day to international students","TRUE","Grado","evento"
"2025-01-29","2025-08-31","Segundo semestre","TRUE","ETSIDI","normal"
"2025-02-03","2025-05-26","Docencia","TRUE","Grado","lectivo"
"2025-02-05","2025-02-11","Ampliación restringida de matrícula","TRUE","ETSIDI","matricula"
"2025-02-05","2025-02-20","Defensa del TFM, convocatoria ordinaria de febrero","TRUE","Master","transparent"
"2025-02-10","2025-05-19","Docencia","TRUE","Master","lectivo"
"2025-02-17","2025-02-17","Horario de jueves","TRUE","ETSIDI","especial"
"2025-02-20","2025-02-20","Lectivo sin clases","TRUE","Master","especial"
"2025-02-20","2025-02-20","Defensa del TFG convocatoria ordinaria de febrero. Lectivo sin clases. Otras actividades para estudiantes (pendiente)","TRUE","Grado","especial"
"2025-03-16","2025-03-23","Semana ATHENS (pendiente de confirmación)","TRUE","ETSIDI","evento"
"2025-03-19","2025-03-19","Festividad patrón ETSIDI","FALSE","ETSIDI","fiesta"
"2025-04-12","2025-04-21","Vacaciones de Semana Santa","FALSE","ETSIDI","fiesta"
"2025-05-01","2025-05-01","Fiesta nacional. Día del trabajo","FALSE","ETSIDI","fiesta"
"2025-05-02","2025-05-02","Fiesta de la Comunidad de Madrid","FALSE","ETSIDI","fiesta"
"2025-05-08","2025-05-08","Examen de nivelación lengua inglesa","TRUE","ETSIDI","lectivo"
"2025-05-13","2025-05-13","Horario de jueves","TRUE","ETSIDI","especial"
"2025-05-15","2025-05-15","Fiesta local. San Isidro Labrador","FALSE","ETSIDI","fiesta"
"2025-05-20","2025-05-20","Fin plazo presentación propuestas TFG para defensa convocatorias junio y julio","TRUE","Grado","transparent"
"2025-05-20","2025-05-20","Fin plazo presentación propuestas TFM para defensa convocatorias junio y julio","TRUE","Master","transparent"
"2025-05-31","2025-06-17","Exámenes de convocatoria ordinaria","TRUE","ETSIDI","examen"
"2025-06-10","2025-06-17","Entrega del TFG convocatoria ordinaria de junio","TRUE","Grado","transparent"
"2025-06-10","2025-06-17","Entrega del TFM convocatoria ordinaria de junio","TRUE","Master","transparent"
"2025-06-23","2025-07-04","Defensa del TFM convocatoria ordinaria de junio","TRUE","Master","transparent"
"2025-06-25","2025-07-15","Exámenes convocatoria extraordinaria","TRUE","ETSIDI","examen"
"2025-07-09","2025-07-11","Defensa del TFG convocatoria ordinaria de junio","TRUE","Grado","transparent"
"2025-09-23","2025-09-24","Convocatoria TFG convocatoria julio curso 2025-2026 (propuesta B)","TRUE","Grado","transparent"
"2025-09-23","2025-09-24","Convocatoria TFM convocatoria julio curso 2025-2026 (propuesta B)","TRUE","Master","transparent"
"2025-09-23","2025-09-25","Convocatoria TFG convocatoria julio curso 2025-2026 (propuesta A)","TRUE","Grado","transparent"
"2025-09-23","2025-09-25","Convocatoria TFM convocatoria julio curso 2025-2026 (propuesta A)","TRUE","Master","transparent"
